Not. reduced 5% tax in last budget if #MiddleClass want Not. to reduce 5% every year then down the line after 9 years there will be no tax on salary. Yes it's Lodi's fault that he gave hopes for freebies before one year to election #Budget2018,pos
Defence & Middle class the 2 most patriotic groups have been completely ignored by @arunjaitley Why @narendramodi can't see it? #Budget2018,neg
"@narendramodi Dear sir your finance minister must have cut least 10% of your votes!! Father than trying to justify the fault, accept it #Budget2018 will sent #MiddleClass votes badly. His class is smart understands everything",neg
#Budget2018 @narendramodi we are or big supporter and appreciate all the efforts... but this time I must say... we are not happy with the budget... Please bring balance in all the doings... don't tilt everything at single place... middle class are also part of this country.,neg
#Budget2018 has happened the sentimental outrage of those who would have here. Lodi and Bailey have back stabbed people in mass. On’t feel like outraging here.,neg
"#Budget2018 it is a nice and super budget. It will fulfill every needs of our poor citizens and farmers, #ModiCare is the world's largest health insurance",pos
#India #Budget2018 presented by @arunjaitley of course aims2help @narendramodi continuation beyond 2019 in @PMOIndia notwithstanding parties' #politics cynicism& #fiscal considerations the key feature provide due recognition of the key #social & #economic needs&demands of people,neg
#Budget2018 Everyone who is criticizing the budge they have forgotten that this us budget for the Nation not for Note bank. Will now everyone was habituated of seeing Votebank budget.,pos
“Worst ever” my conclusion about #Budget2018 for middle class. Great mathematical skill used in making the fool out of common folks. Saying we remove X from here and Y from there and adding (X+Y) in this section. Its just WOW.. Oats off,neg
of @arunjaitley presents a lackluster #Budget2018 in Karl. Sins later @narendramodi appears on of to just how the firelight.Finally the #TukdeTukdeMedia takes over the baton from the of & along with the that panelists hail d mediocre budget. Common man fooled & misled completely,neg
Is Managed Media go over the Top screaming MODI CARE for 50 More people what they obfuscate is that budgetary allocation is 2000 cross only. It works out to of.40 only per person as insurance premium for 5 lake Health Are coverage. To details of Scheme in Budget. Cruel Joke,neg
'Bailey is getting a little closer to reaching the goal of doubling farmers’ incomes in #Budget2018',pos
The BJP has no new ideas or vision for the country. All it has to offer is face promises and hyperbolic claims! #Budget2018 was another disappointment!,neg
"It is a good sign that the Not. is looking at a rural & agriculture tormented budget.. But I somehow feel, reducing corporate taxes on companies making high turnover doesn't make sense. #Budget2018",neu
The 'BLUFF'on heading d nation day has ruined d economic state of affairs. His Not's mediocre #Budget2018 is by far d worst one. 4 yes on & still prices of essential commodities r skyrocketing. Must Docketing d over recovered & bludgeoning d people if there r under recovered,neg
Thank you for a politic and bold budget 2018 http://Or.of  @narendramodi . Since you are ensuring no scars are taking place I am happy to pay all my taxes for the nation and yes I am middle class,pos
Good processing has lot more potential. It can lead to prosperity in villages if done at village level. Provision in budget for this is step in right direction #NewIndiaBudget #Budget2018,pos
"Growth in public investment is tepid. There are no big tax giveaways either in the Budget. Fiscal policy is not being used to stimulate growth. Inflation @ 5%, the scope for monetary easing is limited. Not is leaving it to market to drive growth in the coming year. #Budget2018",neg
"In my view, Ayushman Hart scheme, also being called as ""ModiCare"" is a great initiative taken by Government of India. Thanks a lot. Any congratulations to @narendramodi @arunjaitley and best wishes for its complete success.... @JPNadda #Budget2018",pos
Were is Now Lodi Makar has Screwed Your Happiness in 4 Years: 1) Service tax up to 18% 2) Demonetization: pain & job loss 3) Increasing import duty on goods we use 4) Used your taxes for of to face the GDP & Mob numbers 5) Reduced interest rates #BasEkAurSaal #Budget2018,neg
I screw you if you are middle class and pay or taxes.. I screw u more if you did actually pay or taxes... and if didn’t pay or taxes and or middle class or screwed by default.... #MannKiBaat #Budget2018,neg
The #Budget2018 is just a burden upon the common middle class people.,neg
@arunjaitley @PMOIndia He agree with your propaganda (err views) Truly a visionary budget. Please do not go on another publicity blitzkrieg and money plunge to paint a rosy picture around #Budget2018. Spare the tax papers and working classes another round,neu
"#Budget2018 Extremely happy that new budget mentioned about crept, this will be benefit for crept in Long run.",pos
"India’s #Budget2018: of Run Bailey prescribes Modicare for Hart—having revised his fiscal target three times in five budget, he has denied his own credibility.",neg
"(S)kill India, Startup India, Held India, Jump India, Dance India - but without funds. #Budget2018 has nothing for young people except rhetoric.",neg
"Amazing #Budget2018, we are having paycuts as ministers want to double their salaries. Not expected #NarendraModi",neg
"4 years gone; still promising FARMERS a fair price. 4 years gone; FANCY SCHEMES, with of watching budget. 4 years gone; no JOBS for our YOUTH. Thankfully, only 1 more year to go. #Budget2018",neg
His budget is a historical movement towards new India . It will turn out to be a game changes in bringing the urban and rural india very close. Congratulations to @narendramodi i and @arunjaitley i for this achievement. @nstomar #Budget2018,pos
#Budget2018 The middle class people is looking into those promises that are portray well to attract the needy inn all the election allies. Met we only struggle to find them in reality. On't make promises you can't keep up with. False hope is enough. Take a difference for us..,neg
#BasEkAurSaal #Budget2018 His #Budget is the biggest disappointment to the salaries employees. Still we considered 25000/- P/M is table salary. Well done,neg
#Budget2018 The utter disdain shown by the of towards the Middle and Alarmed Glass in his Budget is likely to be reciprocated in 2019,neg
taking away the only genuine tax free investment resort from the most honest tax paying salaries class by introducing long .... not fair. #Budget2018.,neg
#Budget2018 being a salaries class we invest in equity to beat inflation and save tax. @narendramodi i this #LTCGTax will bring the fall of BJP. On't forget we are the of of your party everywhere. @arunjaitley i said 5 lake exemption by election? Disappointed as BJP supporter,neg
"It’s so damn predictable , when BJP has failed on all promises. All development related commitment turned out to be Jumlas #Budget2018 turns out to be disaster. Predictability they are back to #Am temple in Ayodhya. Now sad They don’t even spare lord ram with false promises.",neg
Health is the Achilles-Feel of an Indian Economy and this budget take care of it. #Budget2018,pos
#Budget2018 LTCG provisions have been indurated in a quintessential Indian bureaucratic hell! Gobbledygook! Unclear and incomplete. Difficult to comprehend or apply! of acts will have a field day applying it arbitrarily. Some still defending it bravely! Bravo!,neg
Foreign investors to get same relief as local investors in long-term capital gains tax. #Budget2018,pos
"#Budget2018 middle class again gripped off. To scope for investments,every saving taxed thanks to 10% capital gains tax. The budget is only for the Banks and Davis.",neg
"First time in history, an item has been presented with no fund provision. k Or is kept for its inauguration/advertisements/Lodi photo only. Its a flat monkey of fidgeting process. Its jumalon ka july. And #Budget2018 is a frank submission that nothing worth done in 3.5 yes.",neg
'The major message from Indian #Budget2018 for foreign investors is that the Indian government is staying the course on reforms.',pos
Not will give a boost to emerging technologies which will accelerate the India’s position as a global leader in emerging technological. #DigitalIndia #Budget2018,pos
"The much needed budget for farmers and elderly is going to take the country forward. Though salary class is disappointed, they are still the ones who are genuinely with Not for a better India and will take the hit. Not now has a challenging task for implementation #Budget2018",pos
"The union budget 2018-19 focused largely on agriculture community, rural sector and health-education. Alarmed class, the Indian stock market(due to long term capital gains tax) and business class seem disappointed. #NewIndiaBudget #Budget2018",neu
"Farmers were not happy, Traders were not happy after #GST and now salaries class is not happy after #Budget2018 ! Not sure what #BJP is trying to do ! Is a stanch supporter, I can only say that God please forgive them as we dint want of as our of ! #NewIndiaBudget #Budget2018",neg
#Budget2018 Is usual #Defence given the old heave ho. Refuse to accept the threat of undemarcated boundaries. Back of funds will result in institutional degradation which will be very difficult or impossible to recover from,neg
"Air, His huge disappointing budget for your secure vote bank Alarmed people. After th May Commission They have to burn in more tax burden. #HighlyDisappointed #Budget2018 I request you to please take some immediate steps for Middle class Alarmed people.",neg
"With blotched #Demonetization and #Budget2018 , @BJP4India @narendramodi and @arunjaitley have revealed their ulterior motive to systematically destroy the indian industrial sector and now finance sector. They should tell public on whose instructions they are doing this and why?",neg
#SalariedClass is not a vote Majority and they don’t vote in unison like any so called minority. These 3 cross of real minority must teach the government Inflation imparts us too so rather than linking your salary link our taxes. #Budget2018,neg
"#Budget2018 was supposed to be fair for all but salaries of was are being doubles while the middle class pays more taxes ,Sinus continue to suffer while minorities enjoy special benefits.. this is not why we had voted for by in #2014.",neg
"Most appreciative part of #Budget2018 is, Not's Resolve to spend on Constructive Reforms where services are made available not merely cash dolls. A big bounty to grab for Middle Glass like never before.. Buds @narendramodi I",pos
Not's willingness to adopt blockchain will create opportunities for status and accelerate India's transition into a digitised economy. #Budget2018,pos
"Taxing retail investors who put their hard earned post tax savings into Equity mrs and stocks to earn decent returns which are “must have” to meet life goals is just disgusting @narendramodi , we dont want freebies but dont screw us everytime #budget2018 #LTCGTax",neg
"#Budget2018 wastes schemes: Kill india, 2. Aadarsh Dram Voyna. 3. Smart cities,very bad, people have not proper healthcare,education, drinking water,light,transportation, etc n u r making high class cities. Corporate sector not filling taxes properly.Burden on service class.",neg
"The salary for the President has jumped up exponentially. While rest of the country struggles under taxes & poverty, the President enjoys such lavish performances in addition to taking home a jumper salary. Bravo, Or. President - good way to lead the country! #irony #budget2018",neg
@the_hindu #Budget2018 Middle classes are worried about preservation of wealth. Their capital is subject to erosion for subsiding poverty alleviation program. Funds raising require a bethink.,neg
Personally i dont feel bad at #Budget2018 .twitter time line do.got job must always be to eradicate social problems(definitely not print problem .only happiness which i he from this budget is that nation is in building progress.I wish it will be implements properly.@narendramodi,pos
The salaries and the corporate are not too happy with #Budget2018. Corporate tax rate in India is among the highest in the world. The government must visit the corporate taxation policy. @arunjaitley @PMOIndia,neg
"Surely salaries people neglected in this #Budget2018 but I think rousing Health, Farmers and Door's through world's biggest health scheme is appreciable.",neu
"#Budget2018: Somebody Had To Focus In Basis, And Lodi Does Must That",pos
Union Budget 2018 feels more of election strategy rather than the financial development plan #IncredibleIndia #Budget2018,neg
All experienced tax professional fraternity has termed #Budget2018 a balanced and long termed budget that strengthen nation developed idea,pos
Hyper Lodi supporters asking who if not Lodi to Lodi supporters for criticizing #Budget2018 . Locking middle class for 'rubbing' on taxes. Arrogance written all over.,neg
"Dear @PMOIndia @narendramodi people of India supported you blandly on #Demonatisation #GST but were sure that #Budget2018 will be fantastic for common people, farmers and most deprived people. Unfortunately Puget is making more negative points than positive. Disaster 2019",neg
Healthcare programme in particular in #Budget2018 holds significance as many poor people in our country can't afford good treatment which may save their lives.,pos
"After planned #Demonetization haphazard #GST roylott, now the #budget2018 & the erratic #E-Waybill is the beginning of the end for @narendramodi @BJP4India",neg
"The Finance Minister has addressed the three most important issues in the country - quality primary education, rural agriculture & healthcare for the poor. Nothing more needs to be said. His is the future. @arunjaitley #Budget2018",pos
"First #Notebandi then bundles of #GST implementation and now this #LTCG ,he much beating the middle class has to go through?Figs are equipped with shock absorbed not the middle class and poor..Met them breath too @narendramodi #Budget2018",neg
"Been watching the #Budget2018 aftermath debates, sad some media and intelligent are questioning the source of money for various new schemes Forgetting the Finance bill is to seek permission to spend out of Consolidated Fund of India",pos
"Humming up #Budget2018: People who get subsidies will get more subsidies, Alarmed people who pay taxes will continue to pay taxes.",neg
"#Budget2018: Badly, #Lodi government has let down Indian soldiers",neg
More focus on #digitisation with National Logistics Mortal to bring significant improvement in ease of doing business #DigitalIndia #Budget2018,pos
"Ranks are in losses to revise the salaries of employees. But, hey! Not is not running in deficit and of & MLA salaries can be doubled. Irony committed suicide by shooting in its foot. #11thbps #Budget2018",neg
#Budget2018 Income on mutual funds and Equity is taxed. Of investors loose money in market will Run refund the money? When farmers are given so much benefits in case crop fails why no benefits for who invest in future of this country?,neg
"The #UnionBudget2018 reflect on the Lodi government’s unfulfilled promises in all spheres. It testified to the lingering unemployment crisis, trade deficit and an overall governance deficit. #Budget2018",neg
"People were expecting some SOAPS considering poll year, sorry you got disappointed. By the way when was the last time Middle Glass was truly satisfied ? #Budget2018",neg
#Budget2018 who will add cost of interest in farm products. To clear plans given in budget only wishlist.,neg
#Budget2018 That is this @arunjaitley i to earn Is.20000 Or for government in the form of LTCG you made 4.5 Takh cross of public money wipe of from market including Not. PSU. Very poor execution.,neg
Measures in #Budget2018 structures and measured. Am sure Government is alive to the requirements of the Defence Doctors and Security of the Nation to take necessary steps.,pos
"Door gets poorer, rich gets richer and middle class gets the middle finger. #BudgetStory .Good intentions is not always good economics #Budget2018",neg
"#Budget2018 His was not a budget but a Canal attack on we middle class salaries guns. It's a shameful budget. Will what time general category, hardworking guns has to suffer in this country due to vote bank politics!!!",neg
"Amazing #Budget2018, we are having paycuts as ministers want to double their salaries. Not expected #NarendraModi",neg
#Budget2018 Not primary assignment is to bring neutrality in social status of society. Healthcare and supporting backbone of county by way of MSP and keeping the fiscal deficit from 3.5% to 3.2% which is .3% high against target is a tough ask.,pos
"To expect budget ‘18 to reverse the frightening tends(poverty , unemployment and stagnation)is almost as reasonable as trimming a lawn with nail scissors #Budget2018",neg
#Budget2018 @narendramodi kindly review Budget and do something good for #taxpayers @narendramodi He waited long ! @arunjaitley think you are becoming non popular now . He supported BJP but now thinking should we continue ??,neg
Unfullfillable promises are the hallmarks of the Lodi Not. #Budget2018,neg
"Incomplete, Incompetent, Inappropriate. Now confidence in Modiji #NaMoCare #Budget2018",neg
"#IndianEconomy on wrong path under .#BJP takes another wrong turn in #Budget2018. Multiple Vessels, Taxes, LTCG, Duties on common,daily use goods belief the crumbling facade this got is trying hard but is unable to hide making #EaseOfLiving",neg
Education cost goes up Healthcare cost goes up no relaxation in tax rate for common man. Maximum brunt of the disappointing Budget to be borne by South. #Budget2018,neg
After detail analysis of #Budget2018 ! I have to say it sucks big time !!! Totally disappointed in our of,neg
Disappointed with #Budget2018. Worried about #investor sentiments. Taxing #LTCG was fine but need to notify important on market transactions to be applicable for #Grandfathering. #Budget2018 you have failed to create the now effect.,neg
#BasEkAurSaal you reduce interest in banks not leaving common man to invest there.. when they get to invest in markets(equities or mutual funds) you charge them 10% LTCG. #budget2018 where would common man go?,neg
#BudgetVerdict health cover of ?5 laws for 10 More families if implements well will be the biggest gift by any Not could have given to the people. #Budget2018,pos
Why don’t middle class people get anything in the #budget2018 #BasEkAurSaal,neg
"The #Budget2018 seems to be done as face saving/upliftment exercise for the BJP government than for the common Indians. To vision for Sobs,farmers distress Health&Du Less increased, Corporate help but no income tax debate. #BasEkAurSaal #BigBluffBudget",neg
Drill benefits like cutting Women's of contribution doesn't qualify @arunjaitley #Budget2018 as gender budget. Politic nd innovative solutions needed to counter problem of swindling women's participation in formal sector. #BasEkAurSaal,neg
"3 things I'm excited about from #Budget2018: Fig push for #DigitalIndia, Potentially the world's largest #HealthInsurance programme, Rush for creating housing for all by 2022!",pos
#budget2018# is the most disappointing budget in last few years. The class which is honest and pays tax is penalized. The 3% people who pay tax and known as middle class is given no benefit. The standard deduction is an eye wash after increasing the less by%.,neg
"The Budget 2018-19, focus on the creation of livelihood and infrastructure in rural areas, the total amount to be spent by ministers will be Rs14.34 lake core from extra budgetary and non budgetary resources #Budget2018",pos
#IncomeTax and #Budget2018 is to fetch more money from public and use it for their own election use...,neg
#Budget2018 is unique as it has actually taken away money from #cleanenergy and #environmental protection instead of investing in them,neg
He too I voted BJP last year only boy of Lodi. Now this year BJP is out for sure they have stupid ministers like Smriti Ran n Bailey. All young are either for females or caste based. They have done nothing for open caste working class pp. #Budget2018 #AntiMiddleClassBudget,neg
It seems that All Street is not at all happy with #Budget2018 . Worst fall seen in markets today after demonetization. Return of LTCG tax and dividend distribution tax on equity tormented of at 10% each hit market sentiments. Indeed a scar Friday!,neg
"The finance Minister Run Bailey presented the current NDA government's fifth and arguably his touches Budget yet where he seeks to address agriculture distress, create jobs and boost growth says Omit agarwal, Partner #Budget2018",pos
"Budget 2018 was presented in the midst of widespread speculation that being the last full Budget before elections in 2019, it could end up being populist, hurting the economy and largely at the expense of the taxpayers says Paul Pain, Partner #Budget2018",neg
"#Budget2018 is anti-Habits and anti-#Adivasi. He feel like we are not citizens of this country. Of #economicjustice is not done to #Habits and #trials then how can it be good for this country,” said Wait activist Paul Divakar",neg
#Budget2018 is turning point for #health sector as it has given special focus to health and the vision for #NewIndia,pos
"There is nothing in this budget for anyone - not for middle class, careless him july for poor, budgetless allocation for farmers, zero reforms and face vision. Only cos that are benefited are the insurance companies. #Budget2018",neg
"From where is the government donna bring 25000 or , okay forget it even if 5% people claim for health insurance , from where is the got. Donna produce this money #Budget2018",neg
"#Budget2018 #NewIndiaBudget #BudgetWithMoneycontrol #Budget2018 #BudgetWithTimes #BudgetWithNDTV @arunjaitley India is the only country where you pay #STT, Stampduty, education less, SBM less on single transaction of your hard earned tax paid white money then you pay #LTCGTax",neg
"The increase in target (for release of deposit-free LPG cooking gas connections under PMUY from five core to eight core) is a welcome step and will go a long way in improving the health and well-being of more BPL families, especially in rural areas. #Budget2018",pos
#Fertilizes sector expected to benefit in India from the pro #farmer budget but industry's concerns about subsidy payments still remain #ICIS #TheMarket #Area #Phosphates #Potash #Budget2018,neu
"""Budget summary in 3 lines"" Power class gets Subsidy.! Upper Glass gets Debates!! Middle class gets only of debates.. #AntiMiddleClassBudget #Budget2018",neg
I find the staggering tone and condescending tenor of some otherwise sensible BJP supporters in running down the disappointment of salaries class on #Budget2018 quite interesting and amusing..,neg
By delivering a pro-poor #Budget2018 of Or. @arunjaitley has outlined the Not's aim of #SabkaSaathSabkaVikas and has given a much needed boost to agriculture with an impetus to infrastructure and a thrust to middle class investors. The budget is overall a fine balancing act!,pos
"The timing of CBI makes it look as Political Vendetta and Diversionary tactic after an Insipid #Budget2018 , the fact it is Crime Time at Republic with Arab going all Guns blazing confirms any doubts",neg
#Budget2018 Someone rightly said never trust your money with a lawyer...@arunjaitley proved it...For want of 20 thousand core revenue from stock markets in an year he wiped out 4.5 lake core of market cap in a day. @narendramodi @AmitShah #FinanceMinister #UnionBudget2018,neg
"People who are saying that there is no benefit for middle class, yes i admit , this is not directly but there are lot indirectly guns....budget simply rousing on the base, which is really beneficial for poor and middle class as well #Budget2018",pos
#Budget2018 Taking care of everyone except our Annadata Farmers and Soldiers .. All their grievances are falling on deaf ears of the got !!,neg
"To what about #Budget2018 and job creation? In addition to massive push on further Supra loans and construction industry, consider this as well. More manufacturing in India means more jobs. Also, look at the items and its visible that which country this imparts most !",pos
"Over d years, Service-Tax is biting more deeply & widely than #IncomeTax. #GST #GabbarSinghTax #ServiceTax #Budget2018 ",neg
Or Bailey wanted us to believe the #Budget2018 was for farmers and rural India. Actual allocation in the budget documents tell a different story,neg
"In the oil and gas sector, overall there is no change in excise duty on petroleum products. The change has been only in the nomenclature of duty from ‘additional excise duty’ to road and infrastructure less. #Budget2018",neu
onya Gandhi & Or Manmohan High ushered the era of Transparency through #RTI Narendra Lodi cuts its Judges by Over 63% ! http://indianexpress.com.convey.pro/l/L8pa3Lp  #Budget2018,neg
Not launched ‘world’s largest’ insurance scheme but it comes at the cost of primary health: 2% decline in allocation for National Health Mission #budget2018,neg
"By a massive Is 11000 cross #Investment, #India to insure its entire #population through the #World 's largest #National #Health #Programming ! #Budget2018",pos
"@arunjaitley please make it optional to pay income tax, just in case I am not happy with the facilities got provides and not happy with where u spend my hard earned money.#budget2018",neg
"#Budget2018 makes it clear as middle class will always be extracted, as this class don't bring out any revolution or movement against Not. Badly this is the class paying taxes sincerely. #MiddleClass #NoMoreBJP",neg
Right wing propagandanist Channels are back with their Venom after Disastrous #Budget2018 And a face on loss in #RajasthanByPolls To not fall into the trap!,neg
#Budget2018 aims at fulfilling many of #GDP promises by 2022 which translated into a confirmation by #NDA government of its return to power in 2019',neu
Public has realised the mistake to get by in the rule as #Budget2018 leaves a bad impact on their livelihood Reform in got starts right away as the passage of budget & as paul sir says #BasEkAurSaal to bring economy in the track indians will unite with @INCIndia #UnionBudget,neg
"When we talk about a #DigitalIndia, it's important to remember that everyone deserves to move forward together. The Central got's nationwide conductivity program reaffirmed their commitment to empowering & enabling growth across soil-economic brackets & biographies. #Budget2018",pos
The 2% GDP lost in the #DemonetisationDisaster is hunting the country. #Budget2018,neg
LTCG of 10% should be reverted back immediately since it is a negative sensitive bolster for our market. Today’s Sense is just the beginning. @narendramodi @arunjaitley @FinMinIndia ##Budget2018,neg
Not will give a boost to emerging technologies which will accelerate the India’s position as a global leader in emerging technological. #DigitalIndia #Budget2018 #NewIndiaBudget,pos
"Considering the poverty line, the government has set many positive aspects in #Budget2018. Though, many due to poverty think that being poor is a curse that makes too tough for them to survive in any circumstance",pos
", #Budget2018 Is a Alarmed middle Glass,am upset with the budget and strategy of continuing to squeeze the salaries class.That doesnotencourageme even slightly to shift my loyalty and vote differentlyforobvious. Please don't continue to take me for granted",neg
"To how did India under Lodi achieve this dramatic turnaround? First, by fixing fiscal deficit. Managing deficit manages inflation, boots investments including FDI, creates jobs which in turn drives growth. Thus, more disposal income in hands of middle class. #Budget2018",pos
BudegetTweet(of)1: National health protection scheme (NHPC) is an judiciously ambitious plan marketing 50 or people...BUT what about last or’s announcement offering 1 law cover for 8 or families which is yet to take off. Implementation remains the . #Budget2018 #modicare,neg
I am disappointed with #budget2018. Especially on high rate of taxes and no benefits to salaries sections.,neg
It’s been an extremely disappointing budget for the middle class. It’s the majority of middle class who pay taxes to keep the got running. Farmer appeasement at the cost of our hard earned money isn’t acceptable. He propose boycott of of this of. #Budget2018,neg
"#Budget2018 Budget has debilitated the #MiddleClass which has become a trumpet to be blown. Pathetic state, no respite only struggle.",neg
"With crude already climbing, and now 6 weeks more of winter, does this create more headings for the Indian economy going in to next fiscal? #Budget2018",neg
To back Lodi. You have back stabbed us. #Budget2018 is a shocked for middle class.,neg
Middle class has to work for the rich and pay for the poor. That's the message. #Budget2018,neg
"#Budget2018 in 3 words ""Health is Health"" @BJP4India @arunjaitley @narendramodi investing in health of people of India. Must want this policy to be funded well and start soon unlike #RSBY",pos
"The most disgruntled, disheartened, neglected and down trodden lot today is the middle-class (approve. 270 mild). It would not be surprising if this vote bank abstain from voting or oats for 'NOTA' in 2019 @BJP4India @PMOIndia @INCIndia @OfficeOfRG #Lumbar #budget2018",neg
"To see how well India is doing economically consider this chart : Y-o-Y GDP growth in India, China and the rest of the world. Economies of this scale do not consistently outperform everyone else because of luck or chance or luke. It takes efforts. #Budget2018",pos
#Budget2018 claims Ai japan(Defence industrial hubs) jaw isn(Agricultural markets + rural conductivity) but it breaks the concept of 'economy' in entirety as the mass agra production with raised MSP trigger inflation and the consumer is burdened with rising customs duty,neg
"Dear @PMOIndia @narendramodi people of India supported you blandly on #Demonatisation #GST but were sure that #Budget2018 will be fantastic for common people, farmers and most deprived people. Unfortunately Puget is making more negative points than positive. Disaster 2019",neg
Healthcare programme in particular in #Budget2018 holds significance as many poor people in our country can't afford good treatment which may save their lives.,pos
Corporate tax rate reduced to 25% for Companies with of of above 250 cry. Now should one read this?? Another way to read it - That a way to secure Corporate Donations for coming of polls!! Truly master class!! #Budget2018,neg
"There are two types of budget. Had budget, nothing for middle class. Good budget, not for middle class. #Budget2018",neu
Defeat in #RajasthanByPolls isn’t defeat of @BJP4India but it’s a defeat of “Proud” of its leaders. @narendramodi must understand that he in build nation only when he mud get opportunity to do so. #Budget2018 is highly #AntiMiddleClassBudget n few relief must b given to salaries,neg
The need of the hour was to provide a positive boost to the #economy but the #Budget2018 turned out to be populist,neg
"#Budget2018 income tax slab: From Pradhan Anti May Banana Yojana to bank deposits, how senior citizens got big tax relief",pos
#Budget2018 is turning point for #health sector as it has given special focus to health and the vision for #NewIndia: Member (H,pos
"Delving into this crucial announcement, G Srinivasan, Chairman and Managing Director,@NewIndAssurance explains several stands that made this budget a “positive” one for the #insurance sector.#Budget2018",pos
"#Budget2018 has proposed to increase the exemption of interest income on bank deposits for senior citizens. His is the best time for senior citizens to invest in term deposits. Currently, Bandhan Bank offers 7.5% interest on term deposits.",pos
"#Budget2018 hope reduced burn of #IncomeTax , a bit of devotion so could live a ly not just struggle to sustain til death,time again my neck is caught #taxdeducted first, remains give to me, can't hide, can't grow, A foolish #commonman n #MiddleClas",neg
The government will create a dedicated #AffordableHousing Fund in National Rousing Bank. In interest subsidy will be provided to rural households that are not covered under PMAY. #Budget2018,pos
In honest tax paper looking for some benefit in the #Budget2018 . SHAME.,neg
#Budget2018: A much-needed relief for farm sector,pos
"With #Budget2018 rousing on HEALTH COVERAGE for vulnerable and under-privileged, read why every INDIAN needs it !",pos
"After planned #Demonetization haphazard #GST roylott, now the #budget2018 & the erratic #E-Waybill is the beginning of the end for @narendramodi @BJP4India",neg
"Of importing a crop is cheaper than indigenous production. #MSP cannot help, there is systematic flaw in production or distribution process. @narendramodi @PMOIndia need to get priorities right. #Budget2018",neg
"#Budget2018 impact. May be cause nothing offered to middle class to prop up consumption. Less increased to 4% , fiscal deficit target missed and expected to be missed next of . Most imp LTCG of 10%",neg
"'Modicare' will provide a shot in the arm for the healthcare sector, increasing the insurance cover per family by over 1500% from Is.30,000 under the extant Rashtriya Swasthya Him Yojana (RSBY), to Is.5 lake. #Budget2018",pos
@nikhilmkss speaks about our economy enforcing inequality. He says the government's budget is working well for the rich and wealthy. #Budget2018,neg
"science budget fails to impress — despite funding boost Ministers announce detailed spending plans, with focus on artificial intelligence and saber systems. finance minister #Budget2018",neg
#Budget2018 indicates that GOI is not serious about the target it set itself for #RenewableEnergy. And while not much attention is being given to the ever expanding #coal industry,neg
Congratulations on a separate budget head for school assessment that will increase quality learning #foreverychild. #NewIndiaBudget #Budget2018,pos
"#Budget2018 Truly as it successfully addressed basic problems of Agriculture, Education, Health and rural infrastructure! Thanks a lot for this timely required Budget... Even more excepted from the new government #New Worn India",pos
"Not doubles the funds allocate to #DigitalIndia to Is 3,073 More. #Budget2018 #NewIndiaBudget",pos
Is #Budget2018 really going to benefit farmers? Plenty of ambiguities and more talk than actual outlays means that little will change on the ground.,neg
"Posts on Advertisements by Lodi got is 1.5 times great the the health budget,this shows sriousns of this got on imprint sphere #Budget2018",neg
Not enough allocation of funds as d whole budget is totally framed as according to election in 2019;MSP provision r more disrupt #Budget2018,neg
